constructorStandingsId,constructorId,points,position,positionText,wins
304,27,6.0,8,8,0
304,29,6.0,7,7,0
304,17,1.0,11,11,0
304,33,1.0,13,13,0
304,34,0.0,15,15,0
304,25,8.0,6,6,0
304,35,2.0,10,10,0
304,6,21.0,4,4,0
304,18,1.0,12,12,0
304,37,3.0,9,9,0
304,36,0.0,14,14,0
305,36,0.0,18,18,0
305,42,0.0,17,17,0
305,35,0.0,16,16,0
305,27,0.0,15,15,0
305,41,0.0,14,14,0
305,29,0.0,13,13,0
305,3,0.0,12,12,0
305,32,0.0,11,11,0
305,34,0.0,10,10,0
305,17,0.0,9,9,0
306,36,0.0,17,17,0
306,42,0.0,18,18,0
306,35,0.0,14,14,0
306,27,0.0,12,12,0
306,41,0.0,16,16,0
306,29,0.0,15,15,0
306,3,6.0,3,3,0
306,32,0.0,10,10,0
306,34,0.0,13,13,0
306,17,0.0,11,11,0
306,18,0.0,8,8,0
306,39,0.0,9,9,0
306,40,0.0,7,7,0
306,33,1.0,6,6,0
307,26,0.0,17,17,0
307,36,0.0,18,18,0
307,42,0.0,19,19,0
307,35,4.0,6,6,0
307,27,0.0,11,11,0
307,41,0.0,15,15,0
307,29,0.0,16,16,0
307,3,6.0,3,3,0
307,32,3.0,8,8,0
307,34,0.0,12,12,0
307,17,0.0,14,14,0
307,18,3.0,7,7,0
307,39,0.0,13,13,0
307,40,0.0,10,10,0
307,33,1.0,9,9,0
308,26,0.0,15,15,0
308,36,0.0,18,18,0
308,42,0.0,19,19,0
308,35,5.0,5,5,0
308,27,0.0,10,10,0
308,41,0.0,16,16,0
308,29,0.0,17,17,0
308,3,12.0,3,3,0
308,32,3.0,8,8,0
308,34,0.0,13,13,0
308,17,0.0,12,12,0
308,18,3.0,7,7,0
308,39,0.0,14,14,0
308,40,0.0,11,11,0
308,33,1.0,9,9,0
308,25,5.0,6,6,0
309,26,0.0,15,15,0
309,36,0.0,18,18,0
309,42,0.0,19,19,0
309,35,5.0,6,6,0
309,27,0.0,11,11,0
309,41,0.0,16,16,0
309,29,0.0,17,17,0
309,3,17.0,3,3,0
309,32,3.0,9,9,0
309,34,0.0,13,13,0
309,17,5.0,7,7,0
309,18,3.0,8,8,0
309,39,0.0,14,14,0
309,40,0.0,12,12,0
309,33,1.0,10,10,0
309,25,11.0,5,5,0
310,26,1.0,10,10,0
310,36,0.0,18,18,0
310,42,0.0,19,19,0
310,35,5.0,7,7,0
310,27,0.0,12,12,0
310,41,0.0,16,16,0
310,29,0.0,17,17,0
310,3,33.0,2,2,1
310,32,3.0,9,9,0
310,34,0.0,14,14,0
310,17,8.0,6,6,0
310,18,3.0,8,8,0
310,39,0.0,15,15,0
310,40,0.0,13,13,0
310,33,1.0,11,11,0
310,25,11.0,5,5,0
311,26,1.0,10,10,0
311,36,0.0,18,18,0
311,42,0.0,19,19,0
311,35,5.0,7,7,0
311,27,0.0,12,12,0
311,41,0.0,14,14,0
311,29,0.0,17,17,0
311,3,45.0,2,2,2
311,32,3.0,9,9,0
311,34,0.0,15,15,0
311,17,9.0,6,6,0
311,18,3.0,8,8,0
311,39,0.0,16,16,0
311,40,0.0,13,13,0
311,33,1.0,11,11,0
311,25,11.0,5,5,0
312,26,1.0,10,10,0
312,36,0.0,18,18,0
312,42,0.0,19,19,0
312,35,5.0,7,7,0
312,27,0.0,12,12,0
312,41,0.0,14,14,0
312,29,0.0,17,17,0
312,3,55.0,2,2,3
312,32,3.0,9,9,0
312,34,0.0,15,15,0
312,17,10.0,6,6,0
312,18,3.0,8,8,0
312,39,0.0,16,16,0
312,40,0.0,13,13,0
312,33,1.0,11,11,0
312,25,11.0,5,5,0
313,26,1.0,10,10,0
313,36,0.0,18,18,0
313,42,0.0,19,19,0
313,35,5.0,7,7,0
313,27,0.0,12,12,0
313,41,0.0,14,14,0
313,29,0.0,17,17,0
313,3,71.0,1,1,4
313,32,3.0,9,9,0
313,34,0.0,15,15,0
313,17,13.0,5,5,0
313,18,3.0,8,8,0
313,39,0.0,16,16,0
313,40,0.0,13,13,0
313,33,1.0,11,11,0
313,25,11.0,6,6,0
314,26,1.0,11,11,0
314,36,0.0,18,18,0
314,42,0.0,19,19,0
314,35,5.0,7,7,0
314,27,0.0,13,13,0
314,41,1.0,10,10,0
314,29,0.0,17,17,0
314,3,81.0,2,2,4
314,32,3.0,9,9,0
314,34,0.0,15,15,0
314,17,13.0,5,5,0
314,18,3.0,8,8,0
314,39,0.0,16,16,0
314,40,0.0,14,14,0
314,33,1.0,12,12,0
314,25,11.0,6,6,0
315,36,0.0,17,17,0
315,42,0.0,19,19,0
315,35,5.0,7,7,0
315,27,0.0,14,14,0
315,41,1.0,10,10,0
315,29,0.0,18,18,0
315,3,83.0,2,2,4
315,32,3.0,9,9,0
315,34,1.0,11,11,0
315,17,13.0,5,5,0
315,18,3.0,8,8,0
315,39,0.0,16,16,0
315,40,0.0,15,15,0
315,33,1.0,13,13,0
315,25,11.0,6,6,0
315,22,30.0,4,4,1
316,36,0.0,17,17,0
316,42,0.0,19,19,0
316,35,5.0,7,7,0
316,27,0.0,14,14,0
316,41,1.0,10,10,0
316,29,0.0,18,18,0
316,3,93.0,2,2,5
316,32,3.0,9,9,0
316,34,1.0,11,11,0
316,17,13.0,5,5,0
316,18,3.0,8,8,0
316,39,0.0,16,16,0
316,40,0.0,15,15,0
316,33,1.0,13,13,0
316,25,11.0,6,6,0
316,22,33.0,4,4,1
317,26,1.0,12,12,0
317,36,0.0,17,17,0
317,42,0.0,19,19,0
317,35,5.0,8,8,0
317,27,0.0,14,14,0
317,41,1.0,10,10,0
317,29,0.0,18,18,0
317,3,103.0,2,2,6
317,32,3.0,9,9,0
317,34,1.0,11,11,0
317,17,13.0,5,5,0
317,18,6.0,7,7,0
317,39,0.0,16,16,0
317,40,0.0,15,15,0
317,33,1.0,13,13,0
317,25,11.0,6,6,0
317,22,36.0,4,4,1
317,6,43.0,3,3,0
318,26,1.0,12,12,0
318,36,0.0,17,17,0
318,42,0.0,19,19,0
318,35,5.0,8,8,0
318,27,0.0,14,14,0
318,41,1.0,10,10,0
318,29,0.0,18,18,0
318,3,117.0,1,1,7
318,32,3.0,9,9,0
318,34,1.0,11,11,0
318,17,13.0,5,5,0
318,18,6.0,7,7,0
318,39,0.0,16,16,0
318,40,0.0,15,15,0
318,33,1.0,13,13,0
318,25,11.0,6,6,0
318,22,37.0,4,4,1
318,6,52.0,3,3,0
319,26,1.0,12,12,0
319,36,0.0,17,17,0
319,42,0.0,19,19,0
319,35,5.0,8,8,0
319,27,0.0,14,14,0
319,41,1.0,11,11,0
319,29,0.0,18,18,0
319,3,121.0,2,2,7
319,32,3.0,9,9,0
319,34,3.0,10,10,0
319,17,13.0,5,5,0
319,18,6.0,7,7,0
319,39,0.0,16,16,0
319,40,0.0,15,15,0
319,33,1.0,13,13,0
319,25,12.0,6,6,0
319,22,37.0,4,4,1
319,6,55.0,3,3,0
320,26,1.0,12,12,0
320,36,0.0,17,17,0
320,42,0.0,19,19,0
320,35,5.0,8,8,0
320,27,0.0,14,14,0
320,41,1.0,11,11,0
320,29,0.0,18,18,0
320,3,125.0,2,2,7
320,32,3.0,9,9,0
320,34,3.0,10,10,0
320,17,13.0,5,5,0
320,18,6.0,7,7,0
320,39,0.0,16,16,0
320,40,0.0,15,15,0
320,33,1.0,13,13,0
320,25,12.0,6,6,0
320,22,38.5,4,4,1
320,6,55.5,3,3,0
321,41,0.0,10,10,0
321,44,0.0,9,9,0
321,21,0.0,8,8,0
321,33,0.0,7,7,0
321,18,0.0,6,6,0
321,34,2.0,5,5,0
321,22,3.0,4,4,0
321,3,4.0,3,3,0
321,25,7.0,2,2,0
321,1,9.0,1,1,1
322,35,0.0,12,12,0
322,45,0.0,16,16,0
322,6,12.0,2,2,1
322,41,0.0,13,13,0
322,44,0.0,11,11,0
322,21,0.0,9,9,0
322,33,0.0,8,8,0
322,18,0.0,7,7,0
322,34,2.0,6,6,0
322,22,4.0,5,5,0
322,3,6.0,4,4,0
322,25,7.0,3,3,0
322,1,19.0,1,1,1
323,27,0.0,10,10,0
323,32,0.0,7,7,0
323,35,0.0,14,14,0
323,45,0.0,16,16,0
323,6,15.0,3,3,1
323,41,0.0,15,15,0
323,44,0.0,13,13,0
323,21,0.0,11,11,0
323,33,0.0,9,9,0
323,18,0.0,8,8,0
323,34,2.0,6,6,0
323,22,10.0,4,4,0
323,3,15.0,2,2,1
323,25,8.0,5,5,0
323,1,25.0,1,1,1
324,27,0.0,12,12,0
324,32,0.0,9,9,0
324,35,0.0,14,14,0
324,45,0.0,16,16,0
324,6,15.0,3,3,1
324,41,0.0,15,15,0
324,44,0.0,13,13,0
324,21,2.0,6,6,0
324,33,1.0,8,8,0
324,18,0.0,10,10,0
324,34,2.0,7,7,0
324,22,10.0,5,5,0
324,3,18.0,2,2,1
324,25,14.0,4,4,0
324,1,38.0,1,1,2
325,46,0.0,11,11,0
325,27,0.0,12,12,0
325,32,1.0,8,8,0
325,35,0.0,16,16,0
325,45,0.0,14,14,0
325,6,21.0,2,2,1
325,41,0.0,13,13,0
325,44,0.0,15,15,0
325,21,2.0,7,7,0
325,33,1.0,9,9,0
325,18,0.0,10,10,0
325,34,2.0,6,6,0
325,22,16.0,4,4,0
325,3,18.0,3,3,1
325,25,14.0,5,5,0
325,1,50.0,1,1,3
326,46,0.0,11,11,0
326,27,0.0,12,12,0
326,32,1.0,8,8,0
326,35,0.0,14,14,0
326,45,0.0,15,15,0
326,6,36.0,2,2,2
326,41,0.0,13,13,0
326,44,0.0,16,16,0
326,21,2.0,7,7,0
326,33,1.0,9,9,0
326,18,0.0,10,10,0
326,34,2.0,6,6,0
326,22,20.0,4,4,0
326,3,20.0,3,3,1
326,25,14.0,5,5,0
326,1,54.0,1,1,3
327,39,0.0,17,17,0
327,46,0.0,12,12,0
327,27,0.0,13,13,0
327,32,1.0,10,10,0
327,35,0.0,14,14,0
327,45,0.0,15,15,0
327,6,45.0,2,2,3
327,41,6.0,6,6,0
327,44,0.0,16,16,0
327,21,2.0,8,8,0
327,33,1.0,9,9,0
327,18,0.0,11,11,0
327,34,2.0,7,7,0
327,22,23.0,3,3,0
327,3,21.0,4,4,1
327,25,14.0,5,5,0
327,1,60.0,1,1,3
328,39,0.0,17,17,0
328,46,0.0,12,12,0
328,27,0.0,13,13,0
328,32,1.0,10,10,0
328,35,0.0,14,14,0
328,45,0.0,15,15,0
328,6,54.0,2,2,4
328,41,6.0,6,6,0
328,44,0.0,16,16,0
328,21,2.0,8,8,0
328,33,5.0,7,7,0
328,18,0.0,11,11,0
328,34,2.0,9,9,0
328,22,25.0,4,4,0
328,3,27.0,3,3,1
328,25,14.0,5,5,0
328,1,64.0,1,1,3
329,39,0.0,17,17,0
329,46,0.0,12,12,0
329,27,0.0,13,13,0
329,32,1.0,10,10,0
329,35,0.0,14,14,0
329,45,0.0,15,15,0
329,6,57.0,2,2,4
329,41,6.0,6,6,0
329,44,0.0,16,16,0
329,21,2.0,8,8,0
329,33,5.0,7,7,0
329,18,0.0,11,11,0
329,34,2.0,9,9,0
329,22,31.0,3,3,0
329,3,30.0,4,4,1
329,25,14.0,5,5,0
329,1,77.0,1,1,4
330,39,0.0,15,15,0
330,46,0.0,12,12,0
330,27,0.0,13,13,0
330,32,3.0,8,8,0
330,35,0.0,14,14,0
330,45,0.0,16,16,0
330,6,57.0,2,2,4
330,41,6.0,6,6,0
330,44,0.0,17,17,0
330,21,2.0,9,9,0
330,33,6.0,7,7,0
330,18,0.0,11,11,0
330,34,2.0,10,10,0
330,22,35.0,4,4,0
330,3,42.0,3,3,2
330,25,14.0,5,5,0
330,1,83.0,1,1,4
331,39,0.0,16,16,0
331,46,0.0,12,12,0
331,27,0.0,13,13,0
331,32,3.0,8,8,0
331,35,0.0,14,14,0
331,45,0.0,15,15,0
331,6,63.0,2,2,4
331,41,7.0,6,6,0
331,44,0.0,17,17,0
331,21,2.0,9,9,0
331,33,6.0,7,7,0
331,18,0.0,11,11,0
331,34,2.0,10,10,0
331,22,40.0,4,4,0
331,3,42.0,3,3,2
331,25,14.0,5,5,0
331,1,96.0,1,1,5
332,39,0.0,16,16,0
332,46,0.0,12,12,0
332,27,0.0,13,13,0
332,32,3.0,8,8,0
332,35,0.0,14,14,0
332,45,0.0,15,15,0
332,6,72.0,2,2,4
332,41,7.0,6,6,0
332,44,0.0,17,17,0
332,21,2.0,9,9,0
332,33,6.0,7,7,0
332,18,0.0,11,11,0
332,34,2.0,10,10,0
332,22,40.0,4,4,0
332,3,44.0,3,3,2
332,25,15.0,5,5,0
332,1,109.0,1,1,6
333,39,0.0,16,16,0
333,46,0.0,12,12,0
333,27,0.0,13,13,0
333,32,3.0,8,8,0
333,35,0.0,14,14,0
333,45,0.0,15,15,0
333,6,85.0,2,2,5
333,41,7.0,6,6,0
333,44,0.0,17,17,0
333,21,2.0,9,9,0
333,33,6.0,7,7,0
333,18,0.0,11,11,0
333,34,2.0,10,10,0
333,22,43.0,4,4,0
333,3,44.0,3,3,2
333,25,15.0,5,5,0
333,1,118.0,1,1,6
334,39,0.0,14,14,0
334,46,0.0,13,13,0
334,27,0.0,11,11,0
334,32,3.0,8,8,0
334,35,0.0,15,15,0
334,45,0.0,16,16,0
334,6,100.0,2,2,6
334,41,7.0,6,6,0
334,44,0.0,17,17,0
334,21,2.0,9,9,0
334,33,7.0,7,7,0
334,18,0.0,12,12,0
334,34,2.0,10,10,0
334,22,47.0,4,4,0
334,3,49.0,3,3,2
334,25,15.0,5,5,0
334,1,118.0,1,1,6
335,39,0.0,14,14,0
335,46,0.0,13,13,0
335,27,0.0,11,11,0
335,32,3.0,8,8,0
335,35,0.0,15,15,0
335,45,0.0,16,16,0
335,6,100.0,2,2,6
335,41,7.0,7,7,0
335,44,0.0,17,17,0
335,21,2.0,9,9,0
335,33,11.0,6,6,0
335,18,0.0,12,12,0
335,34,2.0,10,10,0
335,22,62.0,3,3,1
335,3,54.0,4,4,2
335,25,16.0,5,5,0
335,1,118.0,1,1,6
336,39,0.0,14,14,0
336,46,0.0,13,13,0
336,27,0.0,11,11,0
336,32,3.0,8,8,0
336,35,0.0,15,15,0
336,45,0.0,16,16,0
336,6,110.0,2,2,6
336,41,7.0,7,7,0
336,44,0.0,17,17,0
336,21,2.0,9,9,0
336,33,11.0,6,6,0
336,18,0.0,12,12,0
336,34,2.0,10,10,0
336,22,71.0,3,3,2
336,3,57.0,4,4,2
336,25,16.0,5,5,0
336,1,121.0,1,1,6
1,6,0.0,9,9,0
1,2,0.0,7,7,0
1,9,0.0,8,8,0
1,10,0.0,6,6,0
1,5,3.0,5,5,0
1,3,3.0,4,4,0
1,4,4.0,3,3,0
1,7,11.0,2,2,0
1,23,18.0,1,1,1
2,6,0.0,10,10,0
2,9,1.5,7,7,0
2,2,4.0,3,3,0
2,10,0.0,9,9,0
2,5,3.0,6,6,0
2,3,3.5,5,5,0
2,4,4.0,4,4,0
2,7,16.5,2,2,0
2,1,1.0,8,8,0
2,23,25.0,1,1,2
36,1,14.0,11,E,0
37,1,32.0,11,E,1
37,6,23.0,1,1,1
39,6,49.0,1,1,3
40,6,56.0,1,1,3
41,6,60.0,1,1,3
42,6,71.0,1,1,3
43,6,89.0,1,1,4
44,6,103.0,1,1,5
45,6,111.0,1,1,5
46,6,119.0,1,1,5
47,6,137.0,1,1,6
48,6,143.0,1,1,6
49,6,161.0,1,1,7
50,6,170.0,1,1,7
51,6,186.0,1,1,8
52,6,204.0,1,1,9
321,6,0.0,11,11,0
321,45,0.0,12,12,0
321,35,0.0,13,13,0
321,32,0.0,14,14,0
321,27,0.0,15,15,0
321,46,0.0,16,16,0
321,39,0.0,17,17,0
321,47,0.0,18,18,0
321,42,0.0,19,19,0
322,32,0.0,14,14,0
322,27,0.0,10,10,0
322,46,0.0,17,17,0
322,39,0.0,15,15,0
322,47,0.0,19,19,0
322,42,0.0,18,18,0
323,46,0.0,12,12,0
323,39,0.0,17,17,0
323,47,0.0,19,19,0
323,42,0.0,18,18,0
324,46,0.0,11,11,0
324,39,0.0,17,17,0
324,47,0.0,19,19,0
324,42,0.0,18,18,0
325,39,0.0,17,17,0
325,47,0.0,19,19,0
325,42,0.0,18,18,0
326,39,0.0,17,17,0
326,47,0.0,19,19,0
326,42,0.0,18,18,0
327,47,0.0,19,19,0
327,42,0.0,18,18,0
328,47,0.0,19,19,0
328,42,0.0,18,18,0
329,47,0.0,19,19,0
329,42,0.0,18,18,0
330,47,0.0,19,19,0
330,42,0.0,18,18,0
331,47,0.0,19,19,0
331,42,0.0,18,18,0
332,47,0.0,19,19,0
332,42,0.0,18,18,0
333,47,0.0,19,19,0
333,42,0.0,18,18,0
334,47,0.0,19,19,0
334,42,0.0,18,18,0
335,47,0.0,19,19,0
335,42,0.0,18,18,0
336,47,0.0,19,19,0
336,42,0.0,18,18,0
305,18,0.0,8,8,0
305,39,0.0,7,7,0
305,40,0.0,6,6,0
305,33,1.0,5,5,0
305,25,5.0,3,3,0
305,22,4.0,4,4,0
305,6,6.0,2,2,0
305,1,10.0,1,1,1
306,25,5.0,5,5,0
306,22,6.0,4,4,0
306,6,10.0,2,2,0
306,1,24.0,1,1,2
307,25,5.0,5,5,0
307,22,6.0,4,4,0
307,6,10.0,2,2,0
307,1,40.0,1,1,3
308,22,9.0,4,4,0
308,6,16.0,2,2,0
308,1,50.0,1,1,4
309,22,19.0,2,2,1
309,6,16.0,4,4,0
309,1,50.0,1,1,4
310,22,21.0,3,3,1
310,1,54.0,1,1,4
310,6,16.0,4,4,0
311,22,21.0,4,4,1
311,1,58.0,1,1,4
311,6,25.0,3,3,0
312,22,23.0,4,4,1
312,1,67.0,1,1,4
312,6,29.0,3,3,0
313,22,23.0,4,4,1
313,1,70.0,2,2,4
313,6,33.0,3,3,0
314,22,23.0,4,4,1
314,1,83.0,1,1,5
314,6,35.0,3,3,0
315,6,35.0,3,3,0
315,1,99.0,1,1,6
316,6,39.0,3,3,0
316,1,108.0,1,1,6
317,1,114.0,1,1,6
318,1,116.0,2,2,6
319,1,132.0,1,1,7
320,1,139.0,1,1,8
315,26,1.0,12,12,0
316,26,1.0,12,12,0
3,9,19.5,2,2,1
3,5,4.0,7,7,0
3,10,0.0,10,10,0
3,6,0.0,9,9,0
3,2,4.0,5,5,0
3,3,3.5,8,8,0
3,4,4.0,6,6,0
3,7,18.5,3,3,0
3,1,8.0,4,4,0
3,23,36.0,1,1,2
4,9,27.5,2,2,1
4,2,4.0,6,6,0
4,10,0.0,10,10,0
4,5,4.0,7,7,0
4,4,5.0,5,5,0
4,1,13.0,4,4,0
4,7,26.5,3,3,0
4,6,3.0,9,9,0
4,3,3.5,8,8,0
4,23,50.0,1,1,3
5,23,68.0,1,1,4
5,1,13.0,4,4,0
5,7,26.5,3,3,0
5,4,9.0,5,5,0
5,3,4.5,8,8,0
5,5,4.0,9,9,0
5,10,0.0,10,10,0
5,2,6.0,6,6,0
5,9,38.5,2,2,1
5,6,6.0,7,7,0
6,10,0.0,10,10,0
6,2,6.0,8,8,0
6,7,26.5,3,3,0
6,6,17.0,4,4,0
6,9,42.5,2,2,1
6,5,5.0,9,9,0
6,3,7.5,7,7,0
6,4,11.0,6,6,0
6,1,13.0,5,5,0
6,23,86.0,1,1,5
7,6,20.0,4,4,0
7,2,8.0,8,8,0
7,5,5.0,9,9,0
7,4,11.0,7,7,0
7,1,13.0,5,5,0
7,7,32.5,3,3,0
7,23,96.0,1,1,6
7,9,56.5,2,2,1
7,3,11.5,6,6,0
7,10,0.0,10,10,0
8,6,26.0,4,4,0
8,2,8.0,8,8,0
8,5,5.0,9,9,0
8,4,11.0,7,7,0
8,1,13.0,6,6,0
8,7,34.5,3,3,0
8,23,105.0,1,1,6
8,9,74.5,2,2,2
8,3,15.5,5,5,0
8,10,0.0,10,10,0
9,23,112.0,1,1,6
9,1,14.0,6,6,0
9,7,34.5,3,3,0
9,4,13.0,7,7,0
9,3,20.5,5,5,0
9,5,5.0,9,9,0
9,10,0.0,10,10,0
9,2,8.0,8,8,0
9,9,92.5,2,2,3
9,6,32.0,4,4,0
10,23,114.0,1,1,6
10,1,28.0,5,5,1
10,7,38.5,4,4,0
10,4,13.0,7,7,0
10,3,25.5,6,6,0
10,5,5.0,9,9,0
10,10,0.0,10,10,0
10,2,8.0,8,8,0
10,9,98.5,2,2,3
10,6,40.0,3,3,0
11,23,126.0,1,1,7
11,1,41.0,4,4,1
11,7,38.5,5,5,0
11,4,16.0,7,7,0
11,3,29.5,6,6,0
11,5,5.0,9,9,0
11,10,0.0,10,10,0
11,2,9.0,8,8,0
11,9,98.5,2,2,3
11,6,46.0,3,3,0
12,23,128.0,1,1,7
12,1,44.0,4,4,1
12,7,38.5,5,5,0
12,4,16.0,8,8,0
12,3,30.5,6,6,0
12,5,5.0,10,10,0
12,10,8.0,9,9,0
12,2,18.0,7,7,0
12,9,104.5,2,2,3
12,6,56.0,3,3,1
13,23,146.0,1,1,8
13,1,47.0,4,4,1
13,7,38.5,5,5,0
13,4,20.0,8,8,0
13,3,30.5,6,6,0
13,5,5.0,10,10,0
13,10,13.0,9,9,0
13,2,20.0,7,7,0
13,9,105.5,2,2,3
13,6,62.0,3,3,1
14,23,153.0,1,1,8
14,1,59.0,4,4,2
14,7,46.5,5,5,0
14,4,26.0,7,7,0
14,3,30.5,6,6,0
14,5,5.0,10,10,0
14,10,13.0,9,9,0
14,2,21.0,8,8,0
14,9,110.5,2,2,3
14,6,62.0,3,3,1
15,6,67.0,3,3,1
15,9,120.5,2,2,4
15,10,13.0,9,9,0
15,5,5.0,10,10,0
15,3,34.5,6,6,0
15,1,65.0,4,4,2
15,7,54.5,5,5,0
15,23,156.0,1,1,8
15,2,24.0,8,8,0
15,4,26.0,7,7,0
16,23,161.0,1,1,8
16,1,71.0,3,3,2
16,7,54.5,5,5,0
16,4,26.0,8,8,0
16,3,34.5,6,6,0
16,5,7.0,10,10,0
16,10,13.0,9,9,0
16,2,32.0,7,7,0
16,9,135.5,2,2,5
16,6,70.0,4,4,1
356,6,9.0,1,1,1
356,1,6.0,2,2,0
356,37,4.0,3,3,0
356,22,4.0,4,4,0
356,21,2.0,5,5,0
356,25,0.0,6,6,0
356,32,0.0,7,7,0
356,27,0.0,8,8,0
356,33,0.0,9,9,0
356,35,0.0,10,10,0
356,48,0.0,11,11,0
356,3,0.0,12,12,0
356,49,0.0,13,13,0
356,34,0.0,14,14,0
356,45,0.0,18,18,0
356,18,0.0,15,15,0
356,44,0.0,16,16,0
356,42,0.0,17,17,0
356,39,0.0,19,19,0
356,46,0.0,20,20,0
357,6,9.0,2,2,1
357,1,21.0,1,1,1
357,37,4.0,4,4,0
357,22,8.0,3,3,0
357,21,4.0,5,5,0
357,25,1.0,7,7,0
357,32,0.0,9,9,0
357,27,0.0,11,11,0
357,33,0.0,12,12,0
357,35,0.0,8,8,0
357,48,0.0,14,14,0
357,3,3.0,6,6,0
357,49,0.0,17,17,0
357,34,0.0,15,15,0
357,45,0.0,13,13,0
357,18,0.0,16,16,0
357,44,0.0,18,18,0
357,42,0.0,19,19,0
357,39,0.0,10,10,0
357,46,0.0,20,20,0
358,6,9.0,2,2,1
358,1,36.0,1,1,2
358,37,4.0,5,5,0
358,22,8.0,3,3,0
358,21,4.0,6,6,0
358,25,3.0,9,9,0
358,32,0.0,10,10,0
358,27,0.0,12,12,0
358,33,0.0,13,13,0
358,35,3.0,7,7,0
358,48,0.0,15,15,0
358,3,3.0,8,8,0
358,49,0.0,17,17,0
358,34,5.0,4,4,0
358,45,0.0,14,14,0
358,18,0.0,16,16,0
358,44,0.0,19,19,0
358,42,0.0,18,18,0
358,39,0.0,11,11,0
358,46,0.0,20,20,0
359,6,9.0,3,3,1
359,1,47.0,1,1,3
359,37,4.0,7,7,0
359,22,11.0,2,2,0
359,21,4.0,8,8,0
359,25,7.0,5,5,0
359,32,0.0,12,12,0
359,27,0.0,11,11,0
359,33,0.0,14,14,0
359,35,3.0,9,9,0
359,48,0.0,13,13,0
359,3,9.0,4,4,0
359,49,0.0,17,17,0
359,34,5.0,6,6,0
359,45,0.0,15,15,0
359,18,0.0,16,16,0
359,44,0.0,20,20,0
359,42,0.0,18,18,0
359,39,1.0,10,10,0
359,46,0.0,19,19,0
360,6,9.0,4,4,1
360,1,56.0,1,1,4
360,37,4.0,8,8,0
360,22,13.0,3,3,0
360,21,8.0,5,5,0
360,25,7.0,6,6,0
360,32,0.0,13,13,0
360,27,0.0,12,12,0
360,33,0.0,14,14,0
360,35,3.0,9,9,0
360,48,3.0,10,10,0
360,3,16.0,2,2,0
360,49,0.0,18,18,0
360,34,5.0,7,7,0
360,45,0.0,15,15,0
360,18,0.0,17,17,0
360,44,0.0,20,20,0
360,42,0.0,19,19,0
360,39,1.0,11,11,0
360,46,0.0,16,16,0
361,6,9.0,4,4,1
361,1,56.0,1,1,4
361,37,4.0,9,9,0
361,22,13.0,3,3,0
361,21,8.0,6,6,0
361,25,7.0,7,7,0
361,32,3.0,10,10,0
361,27,2.0,12,12,0
361,33,0.0,15,15,0
361,35,8.0,5,5,0
361,48,3.0,11,11,0
361,3,31.0,2,2,1
361,49,0.0,19,19,0
361,34,5.0,8,8,0
361,45,0.0,14,14,0
361,18,0.0,18,18,0
361,44,0.0,20,20,0
361,42,0.0,16,16,0
361,39,1.0,13,13,0
361,46,0.0,17,17,0
362,6,15.0,3,3,1
362,1,65.0,1,1,5
362,37,4.0,9,9,0
362,22,13.0,4,4,0
362,21,8.0,7,7,0
362,25,10.0,5,5,0
362,32,3.0,10,10,0
362,27,3.0,12,12,0
362,33,0.0,15,15,0
362,35,8.0,6,6,0
362,48,3.0,11,11,0
362,3,35.0,2,2,1
362,49,0.0,19,19,0
362,34,5.0,8,8,0
362,45,0.0,16,16,0
362,18,0.0,18,18,0
362,44,0.0,20,20,0
362,42,0.0,17,17,0
362,39,1.0,14,14,0
362,46,2.0,13,13,0
363,6,21.0,3,3,1
363,1,74.0,1,1,6
363,37,4.0,10,10,0
363,22,17.0,4,4,0
363,21,8.0,7,7,0
363,25,10.0,5,5,0
363,32,6.0,8,8,0
363,27,3.0,12,12,0
363,33,0.0,16,16,0
363,35,8.0,6,6,0
363,48,3.0,11,11,0
363,3,35.0,2,2,1
363,49,0.0,19,19,0
363,34,5.0,9,9,0
363,45,0.0,17,17,0
363,18,3.0,13,13,0
363,44,0.0,20,20,0
363,42,0.0,18,18,0
363,39,1.0,15,15,0
363,46,2.0,14,14,0
364,6,25.0,3,3,1
364,1,89.0,1,1,7
364,37,4.0,10,10,0
364,22,17.0,4,4,0
364,21,9.0,6,6,0
364,25,10.0,5,5,0
364,32,8.0,8,8,0
364,27,3.0,12,12,0
364,33,0.0,16,16,0
364,35,8.0,7,7,0
364,48,3.0,11,11,0
364,3,38.0,2,2,1
364,49,0.0,19,19,0
364,34,5.0,9,9,0
364,45,0.0,17,17,0
364,18,3.0,13,13,0
364,44,0.0,20,20,0
364,42,0.0,18,18,0
364,39,1.0,15,15,0
364,46,2.0,14,14,0
365,6,34.0,3,3,2
365,1,98.0,1,1,7
365,37,4.0,10,10,0
365,22,17.0,4,4,0
365,21,11.0,5,5,0
365,25,10.0,6,6,0
365,32,9.0,7,7,0
365,27,3.0,12,12,0
365,33,0.0,16,16,0
365,35,8.0,8,8,0
365,48,3.0,11,11,0
365,3,42.0,2,2,1
365,49,0.0,19,19,0
365,34,5.0,9,9,0
365,45,0.0,17,17,0
365,18,3.0,13,13,0
365,44,0.0,20,20,0
365,42,0.0,18,18,0
365,39,1.0,15,15,0
365,46,2.0,14,14,0
366,6,38.0,3,3,2
366,1,113.0,1,1,8
366,37,4.0,10,10,0
366,22,19.0,4,4,0
366,21,12.0,5,5,0
